##
## assembly : /home/cs02gl/blobtools/hypho_ge_1k/hypho_platanus_gapcloser_sorted_ge_1k.fasta
## bam0 : /home/cs02gl/blobtools/hypho/hiseq_ge_1k.bam
## tax0 : /home/cs02gl/blobtools/hypho_ge_1k/hypho_ge_1k_vs_nt_trans_mito_1e-10.megablast
## nodesDB : ../data/nodesDB.txt
## taxrule : bestsum
##
# name	length	GC	N	bam0	species.t	species.s	species.c	species.hits
scaffold1984_cov364	6103	0.4993	147	494.796675621	Hyphochytrium catenoides	4899.0	0	tax0=Hyphochytrium catenoides:4899.0;
scaffold714_cov387	6095	0.4983	46	551.90907588	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold44125_cov767	6090	0.4921	0	740.198357964	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12975_cov307	6077	0.555	0	324.898634195	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1822_cov679	6064	0.5218	0	697.991424802	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold733_cov309	6060	0.4641	98	310.914961422	Hyphochytrium catenoides	469.2	0	tax0=Hyphochytrium catenoides:469.2;
scaffold3011_cov328	6060	0.4786	116	318.032469717	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12294_cov587	6059	0.5058	5	623.201684836	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3687_cov349	6048	0.4921	401	424.791216575	Hyphochytrium catenoides	885.1	0	tax0=Hyphochytrium catenoides:885.1;
scaffold19389_cov633	6045	0.4956	0	652.638875103	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12392_cov407	6038	0.4901	74	455.983903421	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41467_cov369	6035	0.4665	56	405.012543904	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3735_cov300	6019	0.4823	0	284.499750789	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8023_cov718	6010	0.4948	0	912.3078203	Hyphochytrium catenoides	2965.0	0	tax0=Hyphochytrium catenoides:2965.0;
scaffold5539_cov474	6009	0.4999	0	581.903478116	Hyphochytrium catenoides	3436.0	0	tax0=Hyphochytrium catenoides:3436.0;
scaffold12635_cov484	6003	0.5062	65	583.093802627	Hyphochytrium catenoides	2158.0	0	tax0=Hyphochytrium catenoides:2158.0;
scaffold7798_cov346	5992	0.4928	0	391.90570761	Hyphochytrium catenoides	1500.2	0	tax0=Hyphochytrium catenoides:1500.2;
scaffold7221_cov403	5981	0.5043	165	426.807083906	Hyphochytrium catenoides	532.0	0	tax0=Hyphochytrium catenoides:532.0;
scaffold18962_cov498	5974	0.5078	48	540.360951738	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3699_cov349	5973	0.4791	317	401.298090523	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2015_cov310	5968	0.488	81	332.791065059	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9778_cov332	5968	0.5137	0	513.3230563	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1410_cov394	5958	0.4952	45	415.526974463	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold674_cov677	5958	0.4907	176	640.4192321	Hyphochytrium catenoides	237.0	0	tax0=Hyphochytrium catenoides:237.0;
scaffold577_cov799	5954	0.5071	103	866.416509998	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2453_cov340	5951	0.4982	0	496.635355402	Hyphochytrium catenoides	634.0	0	tax0=Hyphochytrium catenoides:634.0;
scaffold42078_cov760	5949	0.5011	0	835.348461926	Hyphochytrium catenoides	377.0	0	tax0=Hyphochytrium catenoides:377.0;
scaffold15725_cov401	5946	0.5131	29	520.974311306	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5904_cov364	5945	0.4735	0	1503.53355761	Hyphochytrium catenoides	678.0	0	tax0=Hyphochytrium catenoides:678.0;
scaffold88_cov356	5939	0.5088	0	515.038895437	Hyphochytrium catenoides	2465.0	0	tax0=Hyphochytrium catenoides:2465.0;
scaffold2357_cov533	5938	0.5077	0	582.891377568	Hyphochytrium catenoides	3126.0	0	tax0=Hyphochytrium catenoides:3126.0;
scaffold8484_cov462	5937	0.4405	91	540.935169347	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold19698_cov570	5937	0.5304	0	603.530907866	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9762_cov416	5936	0.4904	0	448.183119946	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold45530_cov798	5936	0.4919	0	749.212432615	Hyphochytrium catenoides	2204.0	0	tax0=Hyphochytrium catenoides:2204.0;
scaffold42593_cov673	5929	0.4942	0	647.935233598	Hyphochytrium catenoides	2880.0	0	tax0=Hyphochytrium catenoides:2880.0;
scaffold11988_cov470	5918	0.4987	93	523.869527897	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold46135_cov814	5917	0.4928	0	773.975156329	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold17227_cov610	5910	0.5117	0	643.608121827	Hyphochytrium catenoides	898.2	0	tax0=Hyphochytrium catenoides:898.2;
scaffold7873_cov334	5908	0.4813	90	354.697490547	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5567_cov326	5903	0.4997	0	484.876842284	Hyphochytrium catenoides	387.0	0	tax0=Hyphochytrium catenoides:387.0;
scaffold2121_cov266	5903	0.5087	19	257.896838885	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9770_cov480	5899	0.5051	57	464.225436494	Hyphochytrium catenoides	1523.0	0	tax0=Hyphochytrium catenoides:1523.0;
scaffold45631_cov626	5896	0.5061	0	607.155698779	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold294_cov633	5887	0.4949	74	652.004472734	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13957_cov386	5868	0.5179	0	386.251022495	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4241_cov330	5862	0.4884	92	381.857192374	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10271_cov340	5859	0.474	108	4406.63832377	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4668_cov285	5855	0.4803	88	297.979365355	Hyphochytrium catenoides	472.0	0	tax0=Hyphochytrium catenoides:472.0;
scaffold9244_cov442	5846	0.5163	1	520.907784431	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold42074_cov809	5845	0.4993	27	862.293743554	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10177_cov721	5838	0.4901	0	744.796334361	Hyphochytrium catenoides	319.0	0	tax0=Hyphochytrium catenoides:319.0;
scaffold7985_cov452	5830	0.4799	323	684.786453605	Hyphochytrium catenoides	2024.8	0	tax0=Hyphochytrium catenoides:2024.8;
scaffold10545_cov317	5828	0.4835	0	307.774365134	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13253_cov304	5828	0.4945	0	295.747769389	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold145_cov534	5828	0.522	77	544.994783516	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9547_cov414	5819	0.5262	32	434.750820805	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9866_cov323	5797	0.4784	0	1981.23632914	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3055_cov329	5789	0.5041	0	363.288996372	Hyphochytrium catenoides	669.0	1	tax0=Hyphochytrium catenoides:669.0|Hyaloperonospora parasitica:260.1;
scaffold5492_cov437	5788	0.5081	35	627.306448809	Hyphochytrium catenoides	10287.0	0	tax0=Hyphochytrium catenoides:10287.0;
scaffold1424_cov541	5782	0.4829	67	604.67191601	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1154_cov461	5778	0.4804	0	426.073901004	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5118_cov428	5772	0.4967	119	467.772687069	Hyphochytrium catenoides	3406.0	0	tax0=Hyphochytrium catenoides:3406.0;
scaffold15262_cov251	5757	0.4711	0	220.863817961	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1868_cov312	5749	0.4975	42	299.301209042	Hyphochytrium catenoides	2610.0	0	tax0=Hyphochytrium catenoides:2610.0;
scaffold232_cov547	5749	0.5013	0	537.183510176	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4239_cov648	5749	0.4921	24	677.294497817	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold47744_cov705	5742	0.5077	0	676.817311041	Hyphochytrium catenoides	2715.0	0	tax0=Hyphochytrium catenoides:2715.0;
scaffold1244_cov323	5739	0.5036	0	401.714758669	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6234_cov581	5729	0.4832	0	678.999650899	Hyphochytrium catenoides	2449.0	0	tax0=Hyphochytrium catenoides:2449.0;
scaffold11162_cov317	5728	0.4641	68	315.669434629	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10136_cov720	5726	0.4956	54	754.891925247	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2696_cov430	5725	0.4924	0	507.767510917	Hyphochytrium catenoides	2533.0	0	tax0=Hyphochytrium catenoides:2533.0;
scaffold2621_cov429	5722	0.4884	185	539.370055987	Hyphochytrium catenoides	444.0	0	tax0=Hyphochytrium catenoides:444.0;
scaffold3377_cov395	5719	0.5071	71	514.553293201	Hyphochytrium catenoides	850.0	0	tax0=Hyphochytrium catenoides:850.0;
scaffold7823_cov758	5701	0.492	0	792.032099632	Hyphochytrium catenoides	193.0	0	tax0=Hyphochytrium catenoides:193.0;
scaffold670_cov474	5698	0.4915	188	513.621778584	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6802_cov266	5684	0.4775	0	257.533075299	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold30404_cov603	5677	0.5149	0	648.793024485	Hyphochytrium catenoides	313.0	0	tax0=Hyphochytrium catenoides:313.0;
scaffold15904_cov302	5674	0.4746	42	691.404296875	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2035_cov409	5673	0.495	77	580.589170836	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12733_cov317	5672	0.4766	0	433.59167842	Hyphochytrium catenoides	1449.0	0	tax0=Hyphochytrium catenoides:1449.0;
scaffold7203_cov467	5658	0.4982	30	508.055081734	Hyphochytrium catenoides	446.1	0	tax0=Hyphochytrium catenoides:446.1;
scaffold16651_cov335	5658	0.456	0	428.401378579	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold23012_cov449	5655	0.4929	494	490.266033714	Hyphochytrium catenoides	487.0	0	tax0=Hyphochytrium catenoides:487.0;
scaffold18223_cov297	5654	0.5018	0	320.249380969	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6248_cov540	5653	0.4914	0	612.412701221	Hyphochytrium catenoides	4115.0	0	tax0=Hyphochytrium catenoides:4115.0;
scaffold41663_cov323	5649	0.5	35	352.678126113	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1674_cov328	5644	0.472	0	937.251594614	Hyphochytrium catenoides	1513.0	0	tax0=Hyphochytrium catenoides:1513.0;
scaffold1928_cov480	5627	0.4777	0	666.663763995	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold22393_cov631	5619	0.5202	0	771.724862075	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold46101_cov705	5616	0.5107	0	672.882834758	Hyphochytrium catenoides	3270.6	0	tax0=Hyphochytrium catenoides:3270.6;
scaffold503_cov434	5613	0.5005	29	527.534563037	Hyphochytrium catenoides	2129.0	0	tax0=Hyphochytrium catenoides:2129.0;
scaffold4227_cov443	5593	0.5112	39	462.82589125	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold16853_cov775	5584	0.4961	0	825.441439828	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9614_cov438	5584	0.4837	48	525.689486994	Hyphochytrium catenoides	235.0	0	tax0=Hyphochytrium catenoides:235.0;
scaffold95_cov337	5582	0.4961	0	764.148692225	Hyphochytrium catenoides	604.0	0	tax0=Hyphochytrium catenoides:604.0;
scaffold5777_cov408	5580	0.507	30	509.276576577	Hyphochytrium catenoides	979.0	0	tax0=Hyphochytrium catenoides:979.0;
scaffold12559_cov347	5571	0.5396	0	343.502423263	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold26611_cov313	5567	0.4699	0	328.04634453	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7031_cov373	5561	0.4821	0	357.843013846	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold709_cov850	5559	0.4909	30	913.534997287	Hyphochytrium catenoides	1730.0	0	tax0=Hyphochytrium catenoides:1730.0;
scaffold1417_cov482	5551	0.4625	66	653.270920693	Hyphochytrium catenoides	1659.0	0	tax0=Hyphochytrium catenoides:1659.0;
scaffold13204_cov504	5544	0.4771	75	594.021210459	Hyphochytrium catenoides	178.0	0	tax0=Hyphochytrium catenoides:178.0;
scaffold20102_cov529	5542	0.5002	0	556.487549621	Hyphochytrium catenoides	2646.0	0	tax0=Hyphochytrium catenoides:2646.0;
scaffold24867_cov620	5540	0.5032	0	630.135379061	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12015_cov725	5537	0.5174	0	727.471554994	Hyphochytrium catenoides	2152.0	0	tax0=Hyphochytrium catenoides:2152.0;
scaffold11759_cov404	5537	0.4959	0	442.78201192	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold741_cov332	5533	0.4809	0	329.579432496	Hyphochytrium catenoides	1015.0	0	tax0=Hyphochytrium catenoides:1015.0;
scaffold5799_cov368	5526	0.4801	0	433.875316685	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold42971_cov658	5521	0.472	0	614.338887883	Physcomitrella patens	93.5	0	tax0=Physcomitrella patens:93.5;
scaffold29462_cov585	5520	0.5022	0	624.470289855	Hyphochytrium catenoides	156.0	0	tax0=Hyphochytrium catenoides:156.0;
scaffold17050_cov379	5516	0.4834	452	499.67278831	Hyphochytrium catenoides	176.0	0	tax0=Hyphochytrium catenoides:176.0;
scaffold4197_cov355	5510	0.4725	24	482.774516952	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3979_cov399	5507	0.4973	56	392.572555494	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5375_cov326	5504	0.4838	0	317.443859012	Hyphochytrium catenoides	2705.2	0	tax0=Hyphochytrium catenoides:2705.2;
scaffold15247_cov677	5501	0.4926	0	718.083075804	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3889_cov341	5500	0.517	82	345.167404946	Hyphochytrium catenoides	2080.0	0	tax0=Hyphochytrium catenoides:2080.0;
scaffold41887_cov603	5488	0.5109	0	664.614795918	Hyphochytrium catenoides	750.0	0	tax0=Hyphochytrium catenoides:750.0;
scaffold1912_cov330	5487	0.4959	0	388.389466011	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold49188_cov689	5481	0.5152	0	651.284619595	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2856_cov762	5477	0.52	0	925.609822896	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8463_cov398	5475	0.4705	0	775.944292237	Hyphochytrium catenoides	871.1	0	tax0=Hyphochytrium catenoides:871.1;
scaffold1146_cov428	5461	0.4853	58	608.175272996	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4190_cov300	5460	0.4731	0	864.453846154	Hyphochytrium catenoides	1867.0	0	tax0=Hyphochytrium catenoides:1867.0;
scaffold14813_cov416	5457	0.4798	0	407.018325087	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12493_cov309	5456	0.4665	0	375.605021994	Hyphochytrium catenoides	291.0	0	tax0=Hyphochytrium catenoides:291.0;
scaffold7979_cov320	5455	0.4735	0	318.037580202	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2120_cov713	5447	0.4857	45	832.487967419	Hyphochytrium catenoides	2557.0	0	tax0=Hyphochytrium catenoides:2557.0;
scaffold19572_cov538	5445	0.4883	0	642.928374656	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9165_cov532	5442	0.4511	104	533.77294867	Hyphochytrium catenoides	374.0	0	tax0=Hyphochytrium catenoides:374.0;
scaffold4892_cov381	5436	0.4957	17	562.407824322	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6508_cov438	5431	0.499	56	455.749953488	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41626_cov485	5430	0.4761	30	598.39462963	Hyphochytrium catenoides	1949.0	0	tax0=Hyphochytrium catenoides:1949.0;
scaffold17922_cov314	5428	0.5004	90	299.809104534	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4173_cov345	5428	0.4815	30	331.265283438	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold14432_cov644	5420	0.5268	38	737.837421033	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1040_cov747	5410	0.4961	30	785.134944238	Hyphochytrium catenoides	2310.0	0	tax0=Hyphochytrium catenoides:2310.0;
scaffold18968_cov451	5407	0.4823	58	520.731164704	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold16979_cov483	5404	0.4812	57	576.801196933	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold53298_cov830	5403	0.4929	0	791.416990561	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5062_cov464	5402	0.4831	93	472.082313053	Hyphochytrium catenoides	1668.0	0	tax0=Hyphochytrium catenoides:1668.0;
scaffold4633_cov324	5393	0.4828	147	325.054327106	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13005_cov364	5387	0.5058	67	464.536842105	Hyphochytrium catenoides	1067.0	0	tax0=Hyphochytrium catenoides:1067.0;
scaffold900_cov569	5382	0.4963	0	561.678372352	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6135_cov437	5373	0.5152	8	512.219012116	Hyphochytrium catenoides	1060.0	0	tax0=Hyphochytrium catenoides:1060.0;
scaffold6147_cov401	5370	0.4769	0	463.086778399	Hyphochytrium catenoides	291.3	0	tax0=Hyphochytrium catenoides:291.3;
scaffold2102_cov520	5366	0.4937	0	670.442974283	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1055_cov620	5347	0.4696	0	634.234149991	Hyphochytrium catenoides	169.0	0	tax0=Hyphochytrium catenoides:169.0;
scaffold42872_cov845	5346	0.5009	0	805.302469136	Hyphochytrium catenoides	2099.5	0	tax0=Hyphochytrium catenoides:2099.5;
scaffold42191_cov431	5342	0.5347	143	851.953067898	Hyphochytrium catenoides	17240.0	0	tax0=Hyphochytrium catenoides:17240.0;
scaffold7667_cov319	5340	0.4878	0	964.655805243	Hyphochytrium catenoides	2746.0	0	tax0=Hyphochytrium catenoides:2746.0;
scaffold11808_cov318	5340	0.4605	0	465.832397004	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11982_cov564	5338	0.4852	111	634.056629042	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2695_cov341	5334	0.4847	19	381.731138288	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2167_cov336	5329	0.493	372	405.528545491	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold15715_cov673	5325	0.5025	0	674.363943662	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold32417_cov632	5320	0.5015	32	611.685325265	Hyphochytrium catenoides	1030.0	0	tax0=Hyphochytrium catenoides:1030.0;
scaffold10148_cov406	5319	0.5064	177	507.849474912	Hyphochytrium catenoides	617.0	0	tax0=Hyphochytrium catenoides:617.0;
scaffold8368_cov251	5315	0.4657	2	264.871823828	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11994_cov660	5302	0.4885	0	709.631648435	Hyphochytrium catenoides	771.0	0	tax0=Hyphochytrium catenoides:771.0;
scaffold1612_cov536	5298	0.5098	0	634.756511891	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1635_cov345	5297	0.4884	0	407.882763829	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1824_cov347	5291	0.4853	90	493.398000385	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9419_cov235	5290	0.4945	0	211.885066163	Hyphochytrium catenoides	89.8	0	tax0=Hyphochytrium catenoides:89.8;
scaffold5444_cov527	5277	0.519	0	599.994314952	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold31775_cov561	5272	0.5044	0	678.160091047	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6901_cov324	5270	0.4849	92	422.629972963	Hyphochytrium catenoides	1490.0	0	tax0=Hyphochytrium catenoides:1490.0;
scaffold8448_cov300	5269	0.4784	50	312.218624258	Hyphochytrium catenoides	1320.9	0	tax0=Hyphochytrium catenoides:1320.9;
scaffold23480_cov298	5261	0.471	0	950.402204904	Hyphochytrium catenoides	1175.9	0	tax0=Hyphochytrium catenoides:1175.9;
scaffold3431_cov418	5261	0.4691	0	519.471773427	Hyphochytrium catenoides	280.4	0	tax0=Hyphochytrium catenoides:280.4;
scaffold5944_cov353	5253	0.4967	75	371.647933565	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold50888_cov658	5245	0.5039	0	619.381696854	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8675_cov496	5243	0.4954	69	530.540007731	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold15834_cov412	5239	0.4865	0	445.117007062	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2538_cov473	5231	0.5056	0	453.593576754	Hyphochytrium catenoides	1897.0	0	tax0=Hyphochytrium catenoides:1897.0;
scaffold6067_cov385	5219	0.5162	10	393.193703206	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold49_cov257	5215	0.493	0	404.625503356	Hyphochytrium catenoides	7599.0	0	tax0=Hyphochytrium catenoides:7599.0;
scaffold14814_cov403	5214	0.4789	0	413.86459532	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8097_cov419	5213	0.455	127	482.094573339	Hyphochytrium catenoides	1399.0	0	tax0=Hyphochytrium catenoides:1399.0;
scaffold16236_cov333	5205	0.4713	58	460.74509423	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5143_cov399	5205	0.4717	0	423.308741595	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold615_cov529	5192	0.4838	0	546.374807396	Hyphochytrium catenoides	1298.0	5	tax0=Hyphochytrium catenoides:1298.0|Zonotrichia albicollis:87.9|Ficedula albicollis:87.9|Jaculus jaculus:86.1|Pseudopodoces humilis:82.4|Ornithorhynchus anatinus:82.4;
scaffold19240_cov308	5189	0.4745	0	363.063017923	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6693_cov663	5185	0.4972	0	689.905110897	Hyphochytrium catenoides	1098.0	0	tax0=Hyphochytrium catenoides:1098.0;
scaffold19099_cov650	5183	0.4774	38	811.753741497	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold17912_cov534	5181	0.5024	0	502.998262884	Hyphochytrium catenoides	2187.0	0	tax0=Hyphochytrium catenoides:2187.0;
scaffold1097_cov801	5180	0.5403	277	885.322251683	Hyphochytrium catenoides	1528.1	0	tax0=Hyphochytrium catenoides:1528.1;
scaffold1558_cov333	5176	0.4842	0	1102.48995363	Hyphochytrium catenoides	1729.0	0	tax0=Hyphochytrium catenoides:1729.0;
scaffold7432_cov447	5168	0.4998	0	558.924729102	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3442_cov304	5167	0.4702	63	402.193965517	Hyphochytrium catenoides	436.0	0	tax0=Hyphochytrium catenoides:436.0;
scaffold41647_cov345	5163	0.5042	143	484.256374502	Hyphochytrium catenoides	1856.0	0	tax0=Hyphochytrium catenoides:1856.0;
scaffold5167_cov496	5163	0.4944	34	1076.88847729	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold15976_cov527	5162	0.4782	78	544.254720692	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3580_cov528	5162	0.5089	73	572.398506583	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2636_cov639	5155	0.4871	0	766.762366634	Hyphochytrium catenoides	905.0	0	tax0=Hyphochytrium catenoides:905.0;
scaffold6780_cov281	5145	0.433	0	359.552575316	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5306_cov302	5141	0.4643	0	1922.06827465	Hyphochytrium catenoides	272.0	0	tax0=Hyphochytrium catenoides:272.0;
scaffold1262_cov361	5130	0.487	79	405.569788161	Hyphochytrium catenoides	224.0	0	tax0=Hyphochytrium catenoides:224.0;
scaffold48502_cov5715	5129	0.4847	0	5481.23396374	Hyphochytrium catenoides	2283.0	0	tax0=Hyphochytrium catenoides:2283.0;
scaffold6237_cov409	5129	0.4353	185	389.568972492	Hyphochytrium catenoides	100.0	0	tax0=Hyphochytrium catenoides:100.0;
scaffold9389_cov496	5128	0.4772	0	537.377340094	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold20576_cov487	5113	0.4637	0	515.153530217	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4457_cov549	5113	0.4955	68	585.560753221	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3010_cov420	5107	0.4724	124	426.495484648	Hyphochytrium catenoides	524.1	0	tax0=Hyphochytrium catenoides:524.1;
scaffold5783_cov321	5095	0.4636	0	722.410402355	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold18937_cov897	5090	0.5024	0	902.175834971	Hyphochytrium catenoides	4102.2	0	tax0=Hyphochytrium catenoides:4102.2;
scaffold1777_cov318	5089	0.4857	156	360.601054125	Hyphochytrium catenoides	1485.0	0	tax0=Hyphochytrium catenoides:1485.0;
scaffold5137_cov578	5089	0.5125	0	586.017685203	Hyphochytrium catenoides	2383.0	0	tax0=Hyphochytrium catenoides:2383.0;
scaffold3692_cov676	5088	0.4872	80	881.220247604	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13059_cov492	5087	0.505	121	588.643979058	Hyphochytrium catenoides	1723.0	0	tax0=Hyphochytrium catenoides:1723.0;
scaffold6176_cov544	5079	0.4888	67	598.190143655	Hyphochytrium catenoides	1780.0	0	tax0=Hyphochytrium catenoides:1780.0;
scaffold1621_cov317	5076	0.4872	49	412.163517008	Hyphochytrium catenoides	1307.0	0	tax0=Hyphochytrium catenoides:1307.0;
scaffold51534_cov767	5076	0.4673	0	735.293341214	Hyphochytrium catenoides	4035.6	1	tax0=Hyphochytrium catenoides:4035.6|Leishmania braziliensis:175.8;
scaffold41606_cov758	5072	0.4955	0	773.847200315	Hyphochytrium catenoides	767.0	0	tax0=Hyphochytrium catenoides:767.0;
scaffold22514_cov663	5072	0.4689	355	759.250582998	Hyphochytrium catenoides	684.0	0	tax0=Hyphochytrium catenoides:684.0;
scaffold4314_cov733	5067	0.4995	376	862.740140695	Hyphochytrium catenoides	2290.0	0	tax0=Hyphochytrium catenoides:2290.0;
scaffold1854_cov444	5067	0.4939	15	433.871536025	Hyphochytrium catenoides	1405.0	0	tax0=Hyphochytrium catenoides:1405.0;
